True_Quadrant,Pattern,F_T,F_S,True_P,Est_P,rand_p1,rand_p2,length,slope,curve,amp1,amp2,noise_std,phi,break_point,drift
Q1,Trend+MultiSeason,0.9999981782743466,0.47116350225931314,36,24,36.0,72.0,300,0.17608207076820726,4.033196556441544,18.981887567086385,4.295045769021933,0.7174263240250925,,,
Q2,Pure_MultiSeason,0.6110267172561548,0.9432004363718893,36,38,36.0,72.0,300,0.0,0.0,27.04212323533704,10.180853993202835,1.043414082067934,,,
Q3,Stationary_AR,0.022255794308123633,0.36161772179317353,None,38,,,300,0.0,0.0,0.0,0.0,5.0,0.6064547040944527,,
Q4,PureTrend_RandomWalk,0.9923440447508411,0.04727342490093489,None,24,,,300,,,0.0,0.0,1.4266922707795442,,,0.2791399179155128
Q1,Trend+MultiSeason,0.999998155487858,0.46631206026562244,36,24,36.0,72.0,300,0.2655979785247149,2.3697029568509533,14.761443492044995,6.6565153603685925,1.060286007851024,,,
Q2,Pure_MultiSeason,0.336678442285095,0.8862339105178866,36,38,36.0,72.0,300,0.0,0.0,12.206170097742126,4.233290292036756,1.7319379260570555,,,
Q3,Stationary_AR,0.010449363905206677,0.21991009917487936,None,50,,,300,0.0,0.0,0.0,0.0,5.0,0.47779035054522906,,
Q4,PureTrend_Exponential,0.9942700613719713,0.2998890046671435,None,24,,,300,,,0.0,0.0,1.095269923359373,,,
Q1,Trend+MultiSeason,0.9999982411034097,0.48784343113264406,12,24,12.0,24.0,300,0.14921497775982828,1.7951674027398365,12.64902608843609,2.814458105737781,0.9895522018503006,,,
Q2,Pure_MultiSeason,0.640169297336604,0.9677725409729567,12,12,12.0,24.0,300,0.0,0.0,17.40313265187088,4.7732110569762805,1.5979376024725647,,,
Q3,Stationary_WN,0.014196698722239387,0.27764065739991994,None,60,,,300,0.0,0.0,0.0,0.0,6.473192610941062,,,
Q4,PureTrend_Exponential,0.9978078474543293,0.1751291029897093,None,24,,,300,,,0.0,0.0,1.0388991790430895,,,
Q1,Trend+MultiSeason,0.9999982577555814,0.48560399788081055,36,24,36.0,72.0,300,0.1853535730860542,-4.390737190640764,11.10087223986956,2.3321523760901157,1.0987038365384778,,,
Q2,Pure_MultiSeason,0.6600613145081288,0.9117447720661824,36,38,36.0,72.0,300,0.0,0.0,19.926158160066738,10.476907718338648,0.5730540005448934,,,
Q3,Stationary_AR,0.1760032507239393,0.13070861768579112,None,14,,,300,0.0,0.0,0.0,0.0,5.0,0.462384832603778,,
Q4,PureTrend_Exponential,0.9977356387210214,0.18949763194737845,None,24,,,300,,,0.0,0.0,0.9038140344152699,,,
Q1,Trend+MultiSeason,0.9999980978790575,0.46041217221313213,36,24,36.0,72.0,300,-0.19966793778469982,2.7601849453447693,24.846025218704245,2.6538649411372406,0.9417355136797917,,,
Q2,Pure_MultiSeason,0.5503038314451181,0.9672281800726744,36,38,36.0,72.0,300,0.0,0.0,24.172338075799008,6.150177231309219,0.6575386789608444,,,
Q3,Stationary_WN,0.10480101535775965,0.1415011431563341,None,6,,,300,0.0,0.0,0.0,0.0,7.47253625040876,,,
Q4,PureTrend_RandomWalk,0.9940356938684248,0.8485070407851681,None,150,,,300,,,0.0,0.0,0.927301070450422,,,-0.317497433537948
Q1,Trend+MultiSeason,0.999998238842392,0.4968129880168306,12,24,12.0,24.0,300,-0.39011911865577176,2.085889179213981,24.30593654430632,5.91810988794675,1.4120444658276172,,,
Q2,Pure_MultiSeason,0.7144424209601854,0.9066258015508697,12,12,12.0,24.0,300,0.0,0.0,13.777671607012305,7.779758839978443,1.8969868065409465,,,
Q3,Stationary_WN,0.2324645448359981,0.2674125861872143,None,5,,,300,0.0,0.0,0.0,0.0,13.347212861610268,,,
Q4,PureTrend_RandomWalk,0.996381423916849,0.400747313165415,None,24,,,300,,,0.0,0.0,0.698619671767427,,,-0.3334925781472794
Q1,Trend+MultiSeason,0.9999982366711294,0.5067848909904545,24,24,24.0,48.0,300,-0.26456183933889404,2.7157928625481387,19.09780266183017,3.5666451338724348,1.2086216750250651,,,
Q2,Pure_MultiSeason,0.549389070809702,0.9766083338222321,24,25,24.0,48.0,300,0.0,0.0,23.293270510358248,5.014956448579011,0.8897106629017553,,,
Q3,Stationary_AR,0.11248478193642875,0.24468012599108524,None,17,,,300,0.0,0.0,0.0,0.0,5.0,0.4421831036168046,,
Q4,PureTrend_RandomWalk,0.9599196451187983,0.5251020173972576,None,75,,,300,,,0.0,0.0,1.1384519346411297,,,-0.19454643645151762
Q1,Trend+MultiSeason,0.9999982335474512,0.47679979069523837,48,24,48.0,96.0,300,-0.2605828654147624,2.126236175005438,9.884912429158987,6.886186799588846,1.0473212354271522,,,
Q2,Pure_MultiSeason,0.6693495236433633,0.9521571900312578,48,50,48.0,96.0,300,0.0,0.0,29.856831723702133,11.5421757529048,1.1264590536170198,,,
Q3,Stationary_AR,0.12236543777700559,0.3045321595578152,None,33,,,300,0.0,0.0,0.0,0.0,5.0,0.48252323436131866,,
Q4,PureTrend_RandomWalk,0.9950070813373083,0.9329940558083412,None,150,,,300,,,0.0,0.0,0.7469418501454335,,,0.18882122622716443
Q1,Trend+MultiSeason,0.9999982120530222,0.4761148534960312,36,24,36.0,72.0,300,-0.2641133147053777,4.246266944757015,9.64337637312129,4.292574120070703,1.016497451575551,,,
Q2,Pure_MultiSeason,0.6004121927034787,0.9500745465383263,36,38,36.0,72.0,300,0.0,0.0,19.640677310252215,6.751682357060385,0.5850534330433537,,,
Q3,Stationary_AR,0.009300160285478087,0.36916478349100834,None,75,,,300,0.0,0.0,0.0,0.0,5.0,0.6907280165031082,,
Q4,PureTrend_Break,0.9999519980615172,0.9998085633354956,None,150,,,300,,,0.0,0.0,0.8259462708028841,,150.0,
Q1,Trend+MultiSeason,0.9999981715031132,0.4622069394361167,48,24,48.0,96.0,300,0.10162999222800145,0.9947514137442192,15.470725230045822,6.930707463970037,1.1151843437519728,,,
Q2,Pure_MultiSeason,0.32870806074899406,0.7992810759360351,48,50,48.0,96.0,300,0.0,0.0,11.29218243078199,5.8988597200034425,1.800438431650469,,,
Q3,Stationary_AR,0.00573750907213455,0.27288793042667303,None,75,,,300,0.0,0.0,0.0,0.0,5.0,0.5967584845265843,,
Q4,PureTrend_Exponential,0.997429326637133,0.29219584633167406,None,24,,,300,,,0.0,0.0,0.9676744088126051,,,
Q1,Trend+MultiSeason,0.9999982413332441,0.4880927156335544,12,24,12.0,24.0,300,0.17885861109507584,1.7589767907024056,12.089394982065052,6.3998164298979665,1.035391999357834,,,
Q2,Pure_MultiSeason,0.7246074329689907,0.9033325767374215,12,12,12.0,24.0,300,0.0,0.0,16.825112486234772,10.422049871247335,1.9962830809364485,,,
Q3,Stationary_AR,0.06373298222219625,0.203103270917544,None,18,,,300,0.0,0.0,0.0,0.0,5.0,0.4489247937112634,,
Q4,PureTrend_Break,0.9999896821010632,0.9999587084280603,None,150,,,300,,,0.0,0.0,0.5251580563594211,,150.0,
Q1,Trend+MultiSeason,0.9999982401323618,0.4827950060977637,12,24,12.0,24.0,300,-0.1221574345150487,3.9845466645133705,14.77602658035286,2.1928728615367628,0.6842984570975614,,,
Q2,Pure_MultiSeason,0.6842437231919885,0.9844403535372462,12,12,12.0,24.0,300,0.0,0.0,28.22809568310125,6.126207202659546,1.743943545052495,,,
Q3,Stationary_AR,0.18637872695862123,0.16172421867705022,None,33,,,300,0.0,0.0,0.0,0.0,5.0,0.6742700401733283,,
Q4,PureTrend_RandomWalk,0.9962054453202214,0.9683559697581734,None,150,,,300,,,0.0,0.0,1.4772626132017201,,,-0.42317424152565475
Q1,Trend+MultiSeason,0.9999982374612811,0.45996219075981204,24,24,24.0,48.0,300,0.11720512783110945,-1.4371334456557676,18.93298292816551,5.473054704575369,0.9280980188348098,,,
Q2,Pure_MultiSeason,0.5519940148968698,0.9700809686279965,24,25,24.0,48.0,300,0.0,0.0,22.435341583612292,5.580811993650436,1.606485228936682,,,
Q3,Stationary_WN,0.2480356768437807,0.17897408352099364,None,2,,,300,0.0,0.0,0.0,0.0,6.8658895105019715,,,
Q4,PureTrend_Break,0.9999704853572268,0.9998811817445205,None,150,,,300,,,0.0,0.0,0.8358547264445954,,150.0,
Q1,Trend+MultiSeason,0.9999982412498876,0.4641744161642791,24,24,24.0,48.0,300,-0.30583535168092074,-3.251074466702901,24.709563288468672,3.1307319495465133,1.042493208743604,,,
Q2,Pure_MultiSeason,0.605509369223985,0.9330517810013845,24,25,24.0,48.0,300,0.0,0.0,14.747768698888532,6.090069563448099,1.420183757901112,,,
Q3,Stationary_AR,0.027457754578016025,0.2869033944006707,None,43,,,300,0.0,0.0,0.0,0.0,5.0,0.48078100009125846,,
Q4,PureTrend_RandomWalk,0.9798133017309111,0.3928755603750923,None,60,,,300,,,0.0,0.0,1.388702778149758,,,0.456209623684797
Q1,Trend+MultiSeason,0.9999982373965471,0.5046202230270207,24,24,24.0,48.0,300,-0.18600861584220957,3.3967240329008166,22.03206702629085,4.113987471346588,0.8344728615475855,,,
Q2,Pure_MultiSeason,0.6387276268739848,0.9649959297346107,24,25,24.0,48.0,300,0.0,0.0,19.4417031132171,5.873092212587454,0.9678525293706227,,,
Q3,Stationary_AR,0.0622236351660741,0.255366475625892,None,30,,,300,0.0,0.0,0.0,0.0,5.0,0.5797604580122104,,
Q4,PureTrend_RandomWalk,0.9895636621489565,0.08660421701341481,None,24,,,300,,,0.0,0.0,1.1907062743964185,,,-0.49147840880682414
Q1,Trend+MultiSeason,0.9999981780565741,0.4717227294666755,36,24,36.0,72.0,300,-0.2618732457107735,2.1531955454699694,9.906902024399006,2.4120615040518674,1.206898918826063,,,
Q2,Pure_MultiSeason,0.04203129488944046,0.9829503041585609,36,75,36.0,72.0,300,0.0,0.0,11.393752705079756,10.591088611580293,1.0366772796241082,,,
Q3,Stationary_AR,0.18564990789358582,0.0898447953948569,None,24,,,300,0.0,0.0,0.0,0.0,5.0,0.5941733669252454,,
Q4,PureTrend_Exponential,0.9988884780845994,0.08321561198832583,None,24,,,300,,,0.0,0.0,0.5613610189207998,,,
Q1,Trend+MultiSeason,0.999998221693899,0.48440960441781655,48,24,48.0,96.0,300,0.2679523043429732,-1.3172656838587875,9.48436736859203,4.384699809904078,1.190842195768588,,,
Q2,Pure_MultiSeason,0.5910903380842152,0.9096698213117124,48,50,48.0,96.0,300,0.0,0.0,22.076999684533895,10.606705993589316,1.8285957199293057,,,
Q3,Stationary_WN,0.15253560884172124,0.15820214602920568,None,4,,,300,0.0,0.0,0.0,0.0,13.131042378095874,,,
Q4,PureTrend_Exponential,0.9966921779700268,0.28331111218480187,None,24,,,300,,,0.0,0.0,0.5192329122052929,,,
Q1,Trend+MultiSeason,0.9999982426933116,0.4821757969914775,12,24,12.0,24.0,300,-0.3966377529579864,-4.314393420681505,13.06962355709424,5.8652742213537765,1.2434186317934515,,,
Q2,Pure_MultiSeason,0.6907641159324525,0.9569790715937025,12,12,12.0,24.0,300,0.0,0.0,18.570733136050528,6.756901663124947,1.7323421756657758,,,
Q3,Stationary_AR,0.09781190863789258,0.2855160583706994,None,75,,,300,0.0,0.0,0.0,0.0,5.0,0.6297227232096626,,
Q4,PureTrend_RandomWalk,0.960794995745103,0.053968678108624935,None,24,,,300,,,0.0,0.0,1.4178966860467859,,,0.1868831284042007
Q1,Trend+MultiSeason,0.9999981826560442,0.47080271053582723,36,24,36.0,72.0,300,-0.20793975211657684,2.204331797290451,9.605646704223732,4.949658276595825,0.8705833366474037,,,
Q2,Pure_MultiSeason,0.6132623985976867,0.9414439236398034,36,38,36.0,72.0,300,0.0,0.0,25.627052138967073,10.066456959671175,1.5588929690962576,,,
Q3,Stationary_AR,0.12951149273816953,0.22026039688169075,None,33,,,300,0.0,0.0,0.0,0.0,5.0,0.6938907335701656,,
Q4,PureTrend_Break,0.9999956648373024,0.9999826280465938,None,150,,,300,,,0.0,0.0,0.5094449970108985,,150.0,
Q1,Trend+MultiSeason,0.9999982432991489,0.4722814798092232,24,24,24.0,48.0,300,0.11910984680788542,-2.6236205053987436,10.105409432618389,6.590794531090502,0.9447699166915384,,,
Q2,Pure_MultiSeason,0.6480418149499272,0.950373609457468,24,25,24.0,48.0,300,0.0,0.0,17.42297931467688,6.428318530800598,1.1527124570510212,,,
Q3,Stationary_AR,0.07083226104656304,0.3857516391854692,None,50,,,300,0.0,0.0,0.0,0.0,5.0,0.4353566662318435,,
Q4,PureTrend_Exponential,0.981396192804219,0.34126511965066897,None,24,,,300,,,0.0,0.0,1.0202501560818682,,,
Q1,Trend+MultiSeason,0.9999982438501706,0.4718992236278511,24,24,24.0,48.0,300,-0.33030908329263453,-3.629311131591448,13.899661337324002,3.4558718687448264,0.9038509807482553,,,
Q2,Pure_MultiSeason,0.7271349563924526,0.9497012915702583,24,23,24.0,48.0,300,0.0,0.0,22.22113697997446,9.527670409612446,1.4466174512111412,,,
Q3,Stationary_WN,0.09323023995420965,0.07903907144084343,None,2,,,300,0.0,0.0,0.0,0.0,6.967617243459622,,,
Q4,PureTrend_Break,0.99985647547159,0.9994220251349849,None,150,,,300,,,0.0,0.0,1.2333565420232793,,150.0,
Q1,Trend+MultiSeason,0.9999982683535139,0.49200711307201483,36,24,36.0,72.0,300,0.2027567823232837,-2.1673954144744227,22.125718055036263,7.694768435434489,0.5735793770816016,,,
Q2,Pure_MultiSeason,0.6108717110125647,0.9470550123608041,36,38,36.0,72.0,300,0.0,0.0,25.14361618149082,9.016383084405284,1.0990738158863242,,,
Q3,Stationary_AR,0.01822379912369476,0.6443313965063435,None,150,,,300,0.0,0.0,0.0,0.0,5.0,0.6092602628146118,,
Q4,PureTrend_RandomWalk,0.9887037284436787,0.0,None,24,,,300,,,0.0,0.0,1.3723813770549431,,,0.43664750742902814
Q1,Trend+MultiSeason,0.9999982593726071,0.48699398270851624,36,24,36.0,72.0,300,-0.38374164700902846,-2.8843551173653226,9.210915682044964,7.96719071469046,0.5399965162661416,,,
Q2,Pure_MultiSeason,0.6596797382016237,0.8514652051713656,36,38,36.0,72.0,300,0.0,0.0,15.964753863529316,11.132456408778733,1.5647131130078433,,,
Q3,Stationary_AR,0.05208228412545002,0.2620350613858097,None,25,,,300,0.0,0.0,0.0,0.0,5.0,0.45677745700254974,,
Q4,PureTrend_RandomWalk,0.9969769129117183,0.1367322300040721,None,24,,,300,,,0.0,0.0,0.5857239451219367,,,0.47237929362932285
Q1,Trend+MultiSeason,0.9999982572214788,0.4857727484297656,36,24,36.0,72.0,300,0.1477619280955726,-4.105359439807803,10.90316233133543,6.149015522601535,1.4824148045803498,,,
Q2,Pure_MultiSeason,0.6121897821195248,0.9328110130527068,36,38,36.0,72.0,300,0.0,0.0,23.10744887922059,9.612730285540755,0.816206811568088,,,
Q3,Stationary_WN,0.07680126190978076,0.2769132122124184,None,12,,,300,0.0,0.0,0.0,0.0,12.905852528355059,,,
Q4,PureTrend_Exponential,0.9985413849960656,0.10509529497336134,None,24,,,300,,,0.0,0.0,0.961188645399443,,,
Q1,Trend+MultiSeason,0.9999982415536698,0.48316766269884825,12,24,12.0,24.0,300,0.20379077389915065,-4.056677427503416,13.81925013809707,6.537008476234806,1.267131799326107,,,
Q2,Pure_MultiSeason,0.7453135177823729,0.9515693789784233,12,12,12.0,24.0,300,0.0,0.0,24.383040596233993,10.904777270596355,1.3155245871422125,,,
Q3,Stationary_AR,0.011923187824879888,0.24150223812924354,None,75,,,300,0.0,0.0,0.0,0.0,5.0,0.6494880161064729,,
Q4,PureTrend_Break,0.9999454236597151,0.9997814003756589,None,150,,,300,,,0.0,0.0,0.8580090217247616,,150.0,
Q1,Trend+MultiSeason,0.9999982352489621,0.460099845313662,24,24,24.0,48.0,300,0.39733393991440635,-1.7147111803866146,22.708281258477264,7.685296210183495,0.6636866948050748,,,
Q2,Pure_MultiSeason,0.47110139786914296,0.9356672009770736,24,23,24.0,48.0,300,0.0,0.0,13.041394371082774,4.1124810226358,1.271168005946893,,,
Q3,Stationary_WN,0.18374994213787177,0.13265103908212839,None,4,,,300,0.0,0.0,0.0,0.0,13.881915239368555,,,
Q4,PureTrend_Exponential,0.9915959192979245,0.17950018130914147,None,24,,,300,,,0.0,0.0,1.406859731268641,,,
Q1,Trend+MultiSeason,0.9999980588344515,0.4544057686608506,36,24,36.0,72.0,300,0.22880471971123353,1.815038450105606,19.7493883322668,3.7492398237446096,0.7305157536886103,,,
Q2,Pure_MultiSeason,0.6594981631653216,0.8795253071192926,36,38,36.0,72.0,300,0.0,0.0,13.038482042069122,8.119480979604093,1.0374920058476342,,,
Q3,Stationary_AR,0.20229459552949858,0.190115727559116,None,12,,,300,0.0,0.0,0.0,0.0,5.0,0.6129988394154178,,
Q4,PureTrend_Break,0.9999967180570267,0.9999868828498595,None,150,,,300,,,0.0,0.0,0.5186604236171288,,150.0,
Q1,Trend+MultiSeason,0.9999982352943636,0.48393550897035675,48,24,48.0,96.0,300,-0.15777031654004187,-4.365991736443928,23.25949090786255,5.187441989981363,1.0093476749491512,,,
Q2,Pure_MultiSeason,0.5440632239719778,0.983709041839778,48,50,48.0,96.0,300,0.0,0.0,24.867309964671684,4.611448215272162,0.5568234540852841,,,
Q3,Stationary_AR,0.3699495974614767,0.4227662969348073,None,21,,,300,0.0,0.0,0.0,0.0,5.0,0.692867972629662,,
Q4,PureTrend_RandomWalk,0.9822086028610986,0.9209434308590938,None,150,,,300,,,0.0,0.0,1.1802211758350951,,,-0.3034409062650103
Q1,Trend+MultiSeason,0.999998241999882,0.48614752044416254,12,24,12.0,24.0,300,0.2780993065902311,3.6806617643680837,24.86388891659988,3.1293135570650175,1.4453043853616356,,,
Q2,Pure_MultiSeason,0.7388754332051444,0.9226175004344406,12,12,12.0,24.0,300,0.0,0.0,17.35748667661528,9.9060138998675,1.3086525918104244,,,
Q3,Stationary_WN,0.16861749868280662,0.2294038812965704,None,4,,,300,0.0,0.0,0.0,0.0,12.502523829361635,,,
Q4,PureTrend_RandomWalk,0.9790626703289994,0.13806063521836487,None,24,,,300,,,0.0,0.0,1.1996010471513685,,,0.1209818170637273
Q1,Trend+MultiSeason,0.9999982413743375,0.4860466402487169,12,24,12.0,24.0,300,-0.39154771690392465,-2.318412072339549,14.457896461393098,3.3445959708816897,1.297697740477664,,,
Q2,Pure_MultiSeason,0.7362735190221289,0.968624754377462,12,12,12.0,24.0,300,0.0,0.0,16.641714637775856,5.784922595170701,0.7432116297340292,,,
Q3,Stationary_WN,0.18284549484827595,0.11211098747211479,None,3,,,300,0.0,0.0,0.0,0.0,7.944156802994801,,,
Q4,PureTrend_Exponential,0.994536028941729,0.23656379464144928,None,24,,,300,,,0.0,0.0,0.7158933174703093,,,
Q1,Trend+MultiSeason,0.9999982400213895,0.46591667512750323,24,24,24.0,48.0,300,0.3269819847106449,-3.375381791852409,22.871346910733614,7.865346242221728,0.6092539514070814,,,
Q2,Pure_MultiSeason,0.47098088893533807,0.9743279260227105,24,25,24.0,48.0,300,0.0,0.0,27.391103740800634,5.299479662097902,1.976277342794471,,,
Q3,Stationary_WN,0.1683352848482782,0.255011373524728,None,5,,,300,0.0,0.0,0.0,0.0,9.083448647124403,,,
Q4,PureTrend_Break,0.9999138340306983,0.9996546999179705,None,150,,,300,,,0.0,0.0,0.8240192006393131,,150.0,
Q1,Trend+MultiSeason,0.9999982327139469,0.5045173606469293,24,24,24.0,48.0,300,0.29790937352705127,1.4706119846465535,10.266385613890796,5.349872857924043,0.5758045285922675,,,
Q2,Pure_MultiSeason,0.6594384486964731,0.9586433884217017,24,25,24.0,48.0,300,0.0,0.0,19.770707137404706,6.836339689473169,0.8631962460773708,,,
Q3,Stationary_WN,0.08982084333860729,0.2331851504570075,None,9,,,300,0.0,0.0,0.0,0.0,8.391692937710822,,,
Q4,PureTrend_Exponential,0.9934197303001445,0.24214883169759993,None,24,,,300,,,0.0,0.0,0.7329792209813134,,,
Q1,Trend+MultiSeason,0.9999981980436885,0.4849043785340321,48,24,48.0,96.0,300,0.2157804866707785,-1.2583080424047766,15.722014650910161,7.45228377602718,0.5087239585319698,,,
Q2,Pure_MultiSeason,0.6425563204099629,0.82583453064534,48,50,48.0,96.0,300,0.0,0.0,12.145538923958226,9.43592872337123,1.3886220352915086,,,
Q3,Stationary_WN,0.08077545187209045,0.15466500479490308,None,4,,,300,0.0,0.0,0.0,0.0,13.818250319101862,,,
Q4,PureTrend_Break,0.9999862974223768,0.9999456791709874,None,150,,,300,,,0.0,0.0,1.0115743294014239,,150.0,
Q1,Trend+MultiSeason,0.999998242187946,0.4828786925353692,12,24,12.0,24.0,300,-0.18488757595685934,-4.455144130355502,13.799439955394108,5.75990535219697,0.859783504415947,,,
Q2,Pure_MultiSeason,0.7564008256786959,0.8819501811703928,12,12,12.0,24.0,300,0.0,0.0,11.319904541428711,8.431710530971772,0.539079622511638,,,
Q3,Stationary_WN,0.2385839405392841,0.18310739122560593,None,3,,,300,0.0,0.0,0.0,0.0,7.803321415846796,,,
Q4,PureTrend_Break,0.9999769512146253,0.9999079232399116,None,150,,,300,,,0.0,0.0,0.7458484068231035,,150.0,
Q1,Trend+MultiSeason,0.9999982391172951,0.4979429528684174,24,24,24.0,48.0,300,-0.18436729049496547,4.067411562195228,19.45436118475334,2.7058323675288705,0.566408481458465,,,
Q2,Pure_MultiSeason,0.02710286819593677,0.9734566177329913,24,50,24.0,48.0,300,0.0,0.0,13.470672661032681,10.848719406918658,1.7627616917590552,,,
Q3,Stationary_AR,0.016681855623977504,0.3359359848628878,None,75,,,300,0.0,0.0,0.0,0.0,5.0,0.5262316358349423,,
Q4,PureTrend_RandomWalk,0.9903757952333025,0.12511037520478197,None,24,,,300,,,0.0,0.0,0.7265552692197469,,,0.3587424588837621
Q1,Trend+MultiSeason,0.9999981062351093,0.4605507136391833,36,24,36.0,72.0,300,-0.30798173905456583,2.583517898112084,22.69891925143491,3.3707636734603605,1.4711840680053632,,,
Q2,Pure_MultiSeason,0.6280235406062927,0.9037085440049741,36,38,36.0,72.0,300,0.0,0.0,22.61193666147421,11.81202122119694,1.9586003545031414,,,
Q3,Stationary_WN,0.16369658041142832,0.2972998485845032,None,7,,,300,0.0,0.0,0.0,0.0,10.101052980671636,,,
Q4,PureTrend_RandomWalk,0.9885140106905381,0.8861368011242458,None,150,,,300,,,0.0,0.0,1.290807672806781,,,-0.37636298047316674
Q1,Trend+MultiSeason,0.999998238766085,0.49831269336276884,12,24,12.0,24.0,300,-0.16208585152819793,-1.770611525392224,21.97238808893665,5.151459326000296,1.0459288202438435,,,
Q2,Pure_MultiSeason,0.7479523225280684,0.9810953800413383,12,12,12.0,24.0,300,0.0,0.0,24.894362645786796,6.7996070317305675,0.7495398822067869,,,
Q3,Stationary_WN,0.2298696961641138,0.1701966371610878,None,2,,,300,0.0,0.0,0.0,0.0,6.649265588387408,,,
Q4,PureTrend_Break,0.9999764173728285,0.9999059663611523,None,150,,,300,,,0.0,0.0,1.0555009965257418,,150.0,
Q1,Trend+MultiSeason,0.9999982305626949,0.5833954892878249,24,24,24.0,48.0,300,0.3031207795845712,0.9812376888655484,22.757544228743726,4.131202001019444,1.1363946435049255,,,
Q2,Pure_MultiSeason,0.6766718986470721,0.9362947130361724,24,25,24.0,48.0,300,0.0,0.0,24.123871048055467,10.654026312951213,1.0038006071431078,,,
Q3,Stationary_WN,0.16514963471393673,0.23106489934917784,None,7,,,300,0.0,0.0,0.0,0.0,6.890476227424008,,,
Q4,PureTrend_Break,0.9999572804275383,0.999829003147316,None,150,,,300,,,0.0,0.0,1.4768814981655054,,150.0,
Q1,Trend+MultiSeason,0.9999982130212831,0.4851278155248543,48,24,48.0,96.0,300,0.36028846271746306,-1.4914029256781733,14.7336341270791,5.534815954168307,1.1275987372267662,,,
Q2,Pure_MultiSeason,0.49811917207807144,0.8672535655568905,48,50,48.0,96.0,300,0.0,0.0,12.688692748342461,6.643204122101456,1.720729230044018,,,
Q3,Stationary_AR,0.18150222799585747,0.26610314412866776,None,20,,,300,0.0,0.0,0.0,0.0,5.0,0.5787346073376807,,
Q4,PureTrend_RandomWalk,0.9944073027343576,0.29140007073471863,None,24,,,300,,,0.0,0.0,0.8203610598752119,,,0.43629680106180335
Q1,Trend+MultiSeason,0.9999982564929242,0.4852805630827802,36,24,36.0,72.0,300,0.18113530589028348,-4.363641525444806,10.415108397689322,3.34105448338385,0.5516184586232592,,,
Q2,Pure_MultiSeason,0.014390285537419722,0.9743940921861901,36,75,36.0,72.0,300,0.0,0.0,10.156785017871957,8.707537852580913,1.0954522201537433,,,
Q3,Stationary_WN,0.042642892209783234,0.1200054806207459,None,6,,,300,0.0,0.0,0.0,0.0,8.110102727305094,,,
Q4,PureTrend_Break,0.9999744996501427,0.999898209425488,None,150,,,300,,,0.0,0.0,0.8821437451368056,,150.0,
Q1,Trend+MultiSeason,0.9999982437791254,0.46065152440485346,24,24,24.0,48.0,300,-0.19384008922449075,-2.0014510765212044,23.23154398069451,7.414779681171663,1.225421559244362,,,
Q2,Pure_MultiSeason,0.7269343827134838,0.9042270495466167,24,23,24.0,48.0,300,0.0,0.0,14.552876395707981,8.781006661385476,1.7064913167073423,,,
Q3,Stationary_AR,0.16873514223645303,0.22831857150779322,None,23,,,300,0.0,0.0,0.0,0.0,5.0,0.5755924121882803,,
Q4,PureTrend_Break,0.9997395685153263,0.9989695936534291,None,150,,,300,,,0.0,0.0,1.0006253750764404,,150.0,
Q1,Trend+MultiSeason,0.9999982422414115,0.4938140789762909,12,24,12.0,24.0,300,-0.2265987851845468,-1.1663578185690748,12.20835666056113,4.120798621815231,1.423697561102288,,,
Q2,Pure_MultiSeason,0.7412112939291007,0.9493796182746502,12,12,12.0,24.0,300,0.0,0.0,18.143457895830224,7.981876830035836,1.1698809202417473,,,
Q3,Stationary_AR,0.4745799775817706,0.38367740662046834,None,8,,,300,0.0,0.0,0.0,0.0,5.0,0.6359576583533213,,
Q4,PureTrend_Break,0.9996421142783313,0.9985691120108529,None,150,,,300,,,0.0,0.0,1.496218280258756,,150.0,
Q1,Trend+MultiSeason,0.9999982440067103,0.514970227771899,12,24,12.0,24.0,300,-0.1978415296813847,-1.0944816799122237,19.485771726931944,4.248960349260684,0.984540923088195,,,
Q2,Pure_MultiSeason,0.6784956150915686,0.9535729075580819,12,12,12.0,24.0,300,0.0,0.0,16.80614931824313,6.411150023104756,1.664495621608278,,,
Q3,Stationary_WN,0.14694017919021662,0.24662969948386804,None,6,,,300,0.0,0.0,0.0,0.0,11.237127054389255,,,
Q4,PureTrend_Break,0.9998967198311658,0.999587907967439,None,150,,,300,,,0.0,0.0,1.1517835618612957,,150.0,
Q1,Trend+MultiSeason,0.99999824136301,0.4848664170656126,12,24,12.0,24.0,300,0.17861336928087765,2.1376663648552543,11.225570576908801,2.405337857519987,1.3301332949210234,,,
Q2,Pure_MultiSeason,0.7545486752299552,0.8679653062892847,12,12,12.0,24.0,300,0.0,0.0,14.304782265353367,11.326652311630493,0.7993157506348497,,,
Q3,Stationary_AR,0.34807445035835316,0.3734429449143015,None,9,,,300,0.0,0.0,0.0,0.0,5.0,0.4860922777940228,,
Q4,PureTrend_Exponential,0.9831609167575533,0.2171250639932305,None,24,,,300,,,0.0,0.0,1.1128369932570932,,,
Q1,Trend+MultiSeason,0.9999981940059625,0.4679394053935034,48,24,48.0,96.0,300,0.2641965795248668,2.0524121764554266,23.27064528448831,6.187407169841422,1.1800499878460653,,,
Q2,Pure_MultiSeason,0.2741592514501867,0.8612505125655904,48,50,48.0,96.0,300,0.0,0.0,14.471373484181985,5.808726031460333,1.8770936700437835,,,
Q3,Stationary_WN,0.3014854275872756,0.36388998078132884,None,4,,,300,0.0,0.0,0.0,0.0,5.781222447489585,,,
